,Địa chỉ,Khu vực,phường/xã,dự án/số hẻm đường,Khoảng giá phổ biến Min,Giá phổ biến nhất,Khoảng giá phổ biến Max,Diện tích,Số tầng,Số phòng ngủ,Số toilet,Mức giá
11008,"Đường Đặng Thùy Trâm, Phường 13, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,13,Đường Đặng Thùy Trâm,102,139,421,100.0,4,4,4,16500.0
11009,"Đường Lê Lợi, Phường 4, Gò Vấp, Hồ Chí Minh",Gò Vấp,4,Đường Lê Lợi,92,116,345,645.4,3,3,4,70000.0
11010,"Hẻm 190/12A Phan Văn Trị, Phường 12, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,12,Hẻm 190/12A Phan Văn Trị,97,141,284,42.0,2,3,3,5790.0
11011,"Dự án The Glen - Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Tân Phú,Sơn Kỳ,"Dự án The Glen - Celadon City, Đường N1",69,148,241,85.0,3,4,4,24000.0
11012,"31/ x, Đường Số 17, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Chánh,"31/ x, Đường Số 17",80,116,214,56.0,4,4,5,8500.0
11013,"Đường Thống Nhất, Phường 11, Gò Vấp, Hồ Chí Minh",Gò Vấp,11,Đường Thống Nhất,101,132,299,110.4,3,7,8,11900.0
11014,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Quý,Đường Gò Dầu,80,105,277,56.0,2,2,2,4650.0
11015,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Gò Vấp,10,"Dự án CityLand Park Hills, Đường Phan Văn Trị",101,132,299,100.0,3,4,4,17000.0
11016,"Đường 16, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",Thủ Đức,Linh Chiểu,Đường 16,60,85,259,69.3,3,3,4,4800.0
11017,"Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,2,Đường Hoa Lan,135,344,586,132.0,3,5,4,35000.0
11018,"Hẻm 10, Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Thạnh,"Hẻm 10, Đường Nguyễn Sơn",86,144,226,144.0,3,4,4,17500.0
11019,"Đường Hồ Văn Long, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",Bình Tân,Tân Tạo,Đường Hồ Văn Long,70,105,129,110.0,4,4,5,7000.0
11020,"343/, Đường Trần Thủ Độ, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Thạnh,"343/, Đường Trần Thủ Độ",86,144,226,68.5,4,3,4,5800.0
11021,"Dự án Nine South Estates, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phước Kiển,"Dự án Nine South Estates, Đường Nguyễn Hữu Thọ",41,126,261,140.0,3,4,5,14500.0
11022,"Đường Số 20, Phường An Khánh, Quận 2, Hồ Chí Minh",Quận 2,An Khánh,Đường Số 20,156,206,469,120.0,3,4,4,26500.0
11023,"Đường Cư Xá Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh",Quận 11,15,Đường Cư Xá Lữ Gia,108,130,289,210.0,5,7,6,47000.0
11024,"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,12,Đường Bùi Đình Túy,97,141,284,98.0,3,4,4,10500.0
11025,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,Đường Quốc Lộ 13,69,106,371,55.0,3,4,3,5500.0
11026,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",Quận 7,Tân Kiểng,Đường Lâm Văn Bền,88,122,332,76.0,3,7,4,8900.0
11027,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",Quận 10,12,Đường 3/2,152,202,404,157.0,4,6,6,23900.0
11028,"Đường Điện Biên Phủ, Phường Đa Kao, Quận 1, Hồ Chí Minh",Quận 1,Đa Kao,Đường Điện Biên Phủ,218,453,1060,101.8,5,8,5,40000.0
11029,"Phố Lý Thường Kiệt, Phường 15, Quận 11, Hồ Chí Minh",Quận 11,15,Phố Lý Thường Kiệt,108,130,289,93.0,4,6,7,49000.0
11030,"Đường Gò Dầu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Quý,Đường Gò Dầu,80,105,277,327.0,3,5,5,68000.0
11031,"Đường Lê Thúc Hoạch, Phường Tân Quý, Tân Phú, Hồ Chí Minh",Tân Phú,Tân Quý,Đường Lê Thúc Hoạch,80,105,277,68.0,3,4,4,7400.0
11032,"Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Gò Vấp,10,Đường Phan Văn Trị,101,132,299,72.0,3,4,4,11000.0
11033,"Đường 54, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",Quận 2,Bình Trưng Đông,Đường 54,84,107,187,108.0,3,4,5,12200.0
11034,"Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường Hoàng Hoa Thám,129,211,332,60.0,5,6,7,11200.0
11035,"Đường Ngô Gia Tự, Phường 2, Quận 10, Hồ Chí Minh",Quận 10,2,Đường Ngô Gia Tự,201,283,454,165.0,5,5,5,65000.0
11036,"Đường Số 1, Phường Thảo Điền, Quận 2, Hồ Chí Minh.",Quận 2,Thảo Điền,Đường Số 1,54,236,630,243.7,3,4,4,58000.0
11037,"Đường Đất Thánh, Phường 6, Tân Bình, Hồ Chí Minh",Tân Bình,6,Đường Đất Thánh,100,136,367,212.0,3,4,4,34000.0
11038,"Đường Thảo Điền, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,Đường Thảo Điền,54,236,630,154.0,4,8,8,34800.0
11039,"Đường Số 3, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa B,Đường Số 3,67,86,179,35.0,3,5,3,3000.0
11040,"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Quận 9,Phú Hữu,"Dự án Dragon Village, Đường 990",41,147,214,138.0,3,4,4,6700.0
11041,"Đường Hoàng Văn Thụ, Phường 4, Tân Bình, Hồ Chí Minh",Tân Bình,4,Đường Hoàng Văn Thụ,132,266,381,81.0,6,11,11,21000.0
11042,"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Hóc Môn, Hồ Chí Minh",Hóc Môn,Xuân Thới Thượng,Đường Phan Văn Hớn,33,48,87,274.0,3,5,4,14000.0
11043,"Đường Trịnh Đình Trọng, Phường Phú Trung, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Trung,Đường Trịnh Đình Trọng,86,110,200,65.0,3,4,5,5900.0
11044,"Đường Năm Châu, Phường 11, Tân Bình, Hồ Chí Minh",Tân Bình,11,Đường Năm Châu,115,227,295,48.0,3,4,4,7000.0
11045,"463/, Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",Quận 10,13,"463/, Đường Cách Mạng Tháng Tám",179,346,524,52.0,4,6,6,8700.0
11046,"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Ni Sư Huỳnh Liên,97,130,295,60.0,5,5,6,10000.0
11047,"Đường Dương Tự Quán, Phường An Lạc A, Bình Tân, Hồ Chí Minh",Bình Tân,An Lạc A,Đường Dương Tự Quán,37,118,188,51.0,3,3,4,5600.0
11048,"Đường Hòa Hảo, Phường 5, Quận 10, Hồ Chí Minh",Quận 10,5,Đường Hòa Hảo,149,193,484,40.0,3,4,4,11500.0
11049,"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,5,Đường Nguyễn Thượng Hiền,108,138,312,92.0,3,4,4,21000.0
11050,"Đường Võ Trường Toản, Phường 2, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,2,Đường Võ Trường Toản,97,141,284,170.0,3,4,4,30000.0
11051,"Đường Trường Sa, Phường 13, Quận 3, Hồ Chí Minh",Quận 3,13,Đường Trường Sa,154,199,834,57.0,2,2,2,14000.0
11052,"65, Đường Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Quận 3,Võ Thị Sáu,"65, Đường Võ Văn Tần",180,541,970,704.1,4,4,5,500000.0
11053,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Quận 7,Phú Thuận,Đường Huỳnh Tấn Phát,39,108,239,105.0,3,3,2,3900.0
11054,"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",Quận 1,Nguyễn Cư Trinh,Đường Nguyễn Cư Trinh,179,466,873,72.0,4,6,6,26000.0
11055,"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Ni Sư Huỳnh Liên,97,130,295,100.0,5,4,5,17600.0
11056,"Đường Số 2 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",Quận 3,4,Đường Số 2 Cư xá Đô Thành,167,366,676,120.0,1,4,4,18500.0
11057,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Gò Vấp,10,"Dự án CityLand Park Hills, Đường Phan Văn Trị",101,132,299,100.0,3,4,4,17000.0
11058,"Đường Bàn Cờ, Phường 4, Quận 3, Hồ Chí Minh",Quận 3,4,Đường Bàn Cờ,167,366,676,113.0,7,8,9,44000.0
11059,"Đường Nguyễn Bặc, Phường 3, Tân Bình, Hồ Chí Minh",Tân Bình,3,Đường Nguyễn Bặc,112,148,349,60.0,3,4,4,10000.0
11060,"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Ni Sư Huỳnh Liên,97,130,295,60.0,4,5,5,9500.0
11061,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",Tân Phú,Phú Thạnh,Đường Thoại Ngọc Hầu,86,144,226,60.9,5,6,4,7000.0
11062,"Đường Phùng Tá Chu, Phường An Lạc A, Bình Tân, Hồ Chí Minh",Bình Tân,An Lạc A,Đường Phùng Tá Chu,37,118,188,43.0,4,4,5,7700.0
11063,"Đường Số 11, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,Đường Số 11,54,236,630,1200.0,4,8,10,105000.0
11064,"Đường Hoàng Văn Thụ, Phường 4, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,4,Đường Hoàng Văn Thụ,139,175,345,70.0,3,4,4,16500.0
11065,"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa B,Đường Liên khu 4-5,67,86,179,44.0,3,3,4,2930.0
11066,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh.",Quận 1,Bến Thành,Đường Nguyễn Trãi,230,833,1792,150.0,3,4,4,24900.0
11067,"Đường 339, Phường Phước Long B, Quận 9, Hồ Chí Minh",Quận 9,Phước Long B,Đường 339,21,92,214,116.0,3,4,4,9150.0
11068,"Đường Lê Thị Hồng, Phường 17, Gò Vấp, Hồ Chí Minh",Gò Vấp,17,Đường Lê Thị Hồng,101,132,299,144.0,3,4,4,15000.0
11069,"Đường Nguyễn Chế Nghĩa, Phường 12, Quận 8, Hồ Chí Minh",Quận 8,12,Đường Nguyễn Chế Nghĩa,102,132,650,40.5,4,4,3,4500.0
11070,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Quận 2,Thảo Điền,Đường Nguyễn Văn Hưởng,54,236,630,210.0,5,8,8,53000.0
11071,"Đường Hồ Văn Tư, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",Thủ Đức,Trường Thọ,Đường Hồ Văn Tư,36,92,222,250.0,3,4,4,27500.0
11072,"Đường Hoàng Hoa Thám, Phường 7, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,7,Đường Hoàng Hoa Thám,104,151,329,53.0,3,3,3,6700.0
11073,"Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,24,Đường Bùi Đình Túy,97,141,284,72.0,3,4,4,9500.0
11074,"Dự án The Manhattan, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Quận 9,Long Thạnh Mỹ,"Dự án The Manhattan, Đường Nguyễn Xiển",58,141,317,293.0,3,4,4,37000.0
11075,"Đường Âu Cơ, Phường 14, Quận 11, Hồ Chí Minh",Quận 11,14,Đường Âu Cơ,108,130,289,70.0,3,4,4,12500.0
11076,"Đường Ông Ích Khiêm, Phường 5, Quận 11, Hồ Chí Minh",Quận 11,5,Đường Ông Ích Khiêm,100,137,354,140.0,3,6,6,10900.0
11077,"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa B,Đường Liên khu 4-5,67,86,179,50.0,2,2,2,2380.0
11078,"Đường Trần Não, Phường An Khánh, Quận 2, Hồ Chí Minh",Quận 2,An Khánh,Đường Trần Não,156,206,469,52.0,2,2,1,7500.0
11079,"Đường 8, Phường Long Phước, Quận 9, Hồ Chí Minh",Quận 9,Long Phước,Đường 8,34,48,201,63.0,1,1,1,3300.0
11080,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",Quận 3,4,Đường Nguyễn Đình Chiểu,167,366,676,104.5,5,11,14,35000.0
11081,"Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Quận 9,Long Thạnh Mỹ,0,58,141,317,87.6,1,4,4,5000.0
11082,"Đường Số 2, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",Quận 9,Tăng Nhơn Phú B,Đường Số 2,57,81,298,90.0,1,2,1,4500.0
11083,"Đường Ba Tơ, Phường 7, Quận 8, Hồ Chí Minh",Quận 8,7,Đường Ba Tơ,43,74,125,40.0,2,2,2,2900.0
11084,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,Đường Quốc Lộ 13,69,106,371,110.0,3,3,4,6200.0
11085,"Đường Bắc Hải, Phường 6, Tân Bình, Hồ Chí Minh",Tân Bình,6,Đường Bắc Hải,100,136,367,96.0,2,2,3,14000.0
11086,"Đường Số 21, Phường An Khánh, Quận 2, Hồ Chí Minh",Quận 2,An Khánh,Đường Số 21,156,206,469,360.0,4,4,4,83000.0
11087,"Đường Nguyễn Bá Tòng, Phường 11, Tân Bình, Hồ Chí Minh",Tân Bình,11,Đường Nguyễn Bá Tòng,115,227,295,80.0,2,2,2,10700.0
11088,"Đường Tạ Hiện, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",Quận 2,Thạnh Mỹ Lợi,Đường Tạ Hiện,54,392,615,160.0,7,7,7,68000.0
11089,"Đường Lạc Long Quân, Phường 9, Tân Bình, Hồ Chí Minh",Tân Bình,9,Đường Lạc Long Quân,94,142,321,82.0,5,5,6,9900.0
11090,"Đường Nguyễn Tri Phương, Phường 9, Quận 10, Hồ Chí Minh",Quận 10,9,Đường Nguyễn Tri Phương,150,332,563,60.0,4,5,5,17500.0
11091,"Dự án Saigon Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,22,"Dự án Saigon Pearl, Đường Nguyễn Hữu Cảnh",97,141,284,236.5,4,6,4,111000.0
11092,"Dự án Midtown Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Hồ Chí Minh",Quận 7,Tân Phú,Dự án Midtown Phú Mỹ Hưng,68,236,479,104.0,3,4,4,9600.0
11093,"Đường 100 Bình Thới, Phường 14, Quận 11, Hồ Chí Minh",Quận 11,14,Đường 100 Bình Thới,108,130,289,67.2,5,4,4,13300.0
11094,"Phố Phan Đăng Lưu, Phường 2, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,2,Phố Phan Đăng Lưu,135,344,586,80.0,2,2,2,12000.0
11095,"Đường Miếu Gò Xoài, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa A,Đường Miếu Gò Xoài,67,86,179,60.0,2,3,3,5800.0
11096,"Đường Số 57, Phường 10, Quận 6, Hồ Chí Minh",Quận 6,10,Đường Số 57,181,219,272,64.0,3,4,4,8500.0
11097,"D-Village, 535, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",Thủ Đức,Hiệp Bình Phước,"D-Village, 535, Đường Quốc Lộ 13",69,106,371,60.75,5,5,6,9220.0
11098,"Đường 79, Phường Tân Quy, Quận 7, Hồ Chí Minh.",Quận 7,Tân Quy,Đường 79,106,183,285,60.0,5,5,4,13000.0
11099,"Đường Lê Thị Kỉnh, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Nhà Bè,Phước Kiển,Đường Lê Thị Kỉnh,41,126,261,240.0,4,6,6,33500.0
11100,"Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh",Gò Vấp,17,Đường Nguyễn Oanh,101,132,299,80.0,3,4,4,8650.0
11101,"Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,14,Đường Huỳnh Văn Bánh,160,195,381,100.0,3,4,4,12000.0
11102,"Đường Huỳnh Văn Bánh, Phường 15, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,15,Đường Huỳnh Văn Bánh,162,209,899,121.0,3,4,4,30000.0
11103,"Đường Lạc Long Quân, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Lạc Long Quân,97,130,295,60.0,5,4,5,8200.0
11104,"Dự án An Phú An Khánh, Đường Cao Đức Lân, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,"Dự án An Phú An Khánh, Đường Cao Đức Lân",70,232,574,200.0,3,6,6,56000.0
11105,"Số 345, Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh",Quận 1,Cầu Kho,"Số 345, Đường Trần Hưng Đạo",196,251,629,252.0,4,6,6,57000.0
11106,"Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông B,Đường Tên Lửa,70,90,202,74.8,3,4,4,9200.0
11107,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,17,Đường Xô Viết Nghệ Tĩnh,102,139,421,56.0,5,7,8,5900.0
11108,"Đường Tỉnh lộ 8, Xã Bình Mỹ, Củ Chi, Hồ Chí Minh",Củ Chi,Bình Mỹ,Đường Tỉnh lộ 8,18,25,40,1056.0,1,5,4,6500.0
11109,"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",Gò Vấp,5,Đường Dương Quảng Hàm,88,120,351,63.0,2,2,2,5650.0
11110,"Lakeview City, 697, Đường Đỗ Xuân Hợp, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,"Lakeview City, 697, Đường Đỗ Xuân Hợp",70,232,574,163.0,4,3,5,22000.0
11111,"Dự án Senturia An Phú, Đường Song Hành, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,"Dự án Senturia An Phú, Đường Song Hành",70,232,574,120.0,3,4,4,17200.0
11112,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Hồ Chí Minh",Quận 1,Tân Định,Đường Trần Khắc Chân,197,430,660,403.0,4,5,6,210000.0
11113,"Đường Nguyễn Văn Trỗi, Phường 14, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,14,Đường Nguyễn Văn Trỗi,160,195,381,360.0,4,5,6,110000.0
11114,"Đường Hoàng Dư Khương, Phường 2, Quận 10, Hồ Chí Minh",Quận 10,2,Đường Hoàng Dư Khương,201,283,454,128.0,7,7,7,66000.0
11115,"Đường Hoa Sữa, Phường 7, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,7,Đường Hoa Sữa,120,174,524,65.0,5,5,5,17500.0
11116,"Hẻm 149, Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",Tân Bình,7,"Hẻm 149, Đường Bành Văn Trân",122,162,325,60.0,3,4,3,7900.0
11117,"Đường Trần Văn Quang, Phường 10, Tân Bình, Hồ Chí Minh",Tân Bình,10,Đường Trần Văn Quang,97,130,295,62.0,3,4,4,6800.0
11118,"Đường Đề Thám, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",Quận 1,Cầu Ông Lãnh,Đường Đề Thám,171,217,735,25.0,3,2,3,3700.0
11119,"Đường Trần Não, Phường Bình An, Quận 2, Hồ Chí Minh",Quận 2,Bình An,Đường Trần Não,140,225,491,275.0,4,5,6,55000.0
11120,"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",Gò Vấp,5,Đường Dương Quảng Hàm,88,120,351,67.2,3,9,9,7000.0
11121,"Đường Phan Văn Hớn, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",Hóc Môn,Bà Điểm,Đường Phan Văn Hớn,42,57,138,700.0,3,3,2,23000.0
11122,"Phố Phan Đăng Lưu, Phường 1, Phú Nhuận, Hồ Chí Minh",Phú Nhuận,1,Phố Phan Đăng Lưu,144,185,634,130.0,3,4,4,30000.0
11123,"Đường Lũy Bán Bích, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Tân Phú,Hiệp Tân,Đường Lũy Bán Bích,95,117,206,25.0,3,4,3,3800.0
11124,"Đường Phạm Thế Hiển, Phường 5, Quận 8, Hồ Chí Minh",Quận 8,5,Đường Phạm Thế Hiển,49,166,216,37.4,3,4,4,3780.0
11125,"Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",Quận 3,14,Đường Trần Quang Diệu,146,184,696,75.0,3,4,4,16300.0
11126,"Dự án CityLand Park Hills, Đường Số 3, Phường 10, Gò Vấp, Hồ Chí Minh",Gò Vấp,10,"Dự án CityLand Park Hills, Đường Số 3",101,132,299,220.0,4,4,4,36000.0
11127,"Dự án The Manhattan, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",Quận 9,Long Thạnh Mỹ,"Dự án The Manhattan, Đường Nguyễn Xiển",58,141,317,126.0,5,5,5,23500.0
11128,"Đường 39, Phường Bình Thuận, Quận 7, Hồ Chí Minh",Quận 7,Bình Thuận,Đường 39,78,195,297,175.0,2,10,10,30000.0
11129,"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",Quận 8,5,Đường Bùi Minh Trực,49,166,216,84.5,2,3,2,18000.0
11130,"Đường Lê Đức Thọ, Phường 7, Gò Vấp, Hồ Chí Minh",Gò Vấp,7,Đường Lê Đức Thọ,89,119,289,270.0,6,4,4,32500.0
11131,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",Quận 3,11,Đường Cách Mạng Tháng Tám,185,241,642,85.0,5,4,4,21000.0
11132,"Đường Tân Thới Nhất 8, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Quận 12,Tân Thới Nhất,Đường Tân Thới Nhất 8,55,81,200,180.0,6,30,30,17500.0
11133,"Dự án An Phú An Khánh, Đường Số 19, Phường An Phú, Quận 2, Hồ Chí Minh",Quận 2,An Phú,"Dự án An Phú An Khánh, Đường Số 19",70,232,574,75.0,4,4,5,23000.0
11134,"Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",Tân Bình,12,Đường Trường Chinh,129,211,332,57.35,3,4,4,13250.0
11135,"Đường Trần Não, Phường Bình An, Quận 2, Hồ Chí Minh.",Quận 2,Bình An,Đường Trần Não,140,225,491,160.9,3,4,4,25000.0
11136,"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Trị Đông A,Đường Hương lộ 2,70,90,202,96.0,4,4,4,5900.0
11137,"Đường Sư Vạn Hạnh, Phường 10, Quận 10, Hồ Chí Minh",Quận 10,10,Đường Sư Vạn Hạnh,152,202,404,58.3,6,6,7,20000.0
11138,"Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",Bình Tân,Bình Hưng Hòa B,Đường Liên khu 4-5,67,86,179,40.0,4,4,4,2930.0
11139,"Đường Ngô Quyền, Phường 8, Quận 5, Hồ Chí Minh",Quận 5,8,Đường Ngô Quyền,156,394,552,135.0,2,4,4,24000.0
11140,"Đường Phạm Viết Chánh, Phường 19, Bình Thạnh, Hồ Chí Minh",Bình Thạnh,19,Đường Phạm Viết Chánh,102,139,421,65.0,5,5,4,18000.0
11141,"Đường 8, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",Thủ Đức,Linh Trung,Đường 8,76,104,166,50.0,2,2,2,4550.0
